"REF_DATE","GEO","DGUID","Type of vehicle","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Yukon","2016A000260","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456834","12.3","21149","","r","","0"
"2000","Yukon","2016A000260","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456835","12.4","1218","","r","","0"
"2000","Yukon","2016A000260","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456836","12.5","891","","r","","0"
"2000","Yukon","2016A000260","Buses","Number","223","units ","0","v1456837","12.6","230","","r","","0"
"2000","Yukon","2016A000260","Motorcycles and mopeds","Number","223","units ","0","v1456838","12.7","428","","r","","0"
"2000","Yukon","2016A000260","Trailers","Number","223","units ","0","v1456839","12.8","5940","","r","","0"
"2000","Yukon","2016A000260","Off-road, construction, farm vehicles","Number","223","units ","0","v1456840","12.9","838","","r","","0"
"2000","Northwest Territories","2016A000261","Total, vehicle registrations","Number","223","units ","0","v1456841","13.1","23495","","r","","0"
"2000","Northwest Territories","2016A000261","Total, road motor vehicle registrations","Number","223","units ","0","v1456842","13.2","19620","","r","","0"
"2000","Northwest Territories","2016A000261","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456843","13.3","17857","","r","","0"
"2000","Northwest Territories","2016A000261","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456844","13.4","570","","r","","0"
"2000","Northwest Territories","2016A000261","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456845","13.5","794","","r","","0"
"2000","Northwest Territories","2016A000261","Buses","Number","223","units ","0","v1456846","13.6","68","","r","","0"
"2000","Northwest Territories","2016A000261","Motorcycles and mopeds","Number","223","units ","0","v1456847","13.7","332","","r","","0"
"2000","Northwest Territories","2016A000261","Trailers","Number","223","units ","0","v1456848","13.8","2961","","r","","0"
"2000","Northwest Territories","2016A000261","Off-road, construction, farm vehicles","Number","223","units ","0","v1456849","13.9","915","","r","","0"
"2000","Nunavut","2016A000262","Total, vehicle registrations","Number","223","units ","0","v1456850","14.1","3932","","r","","0"
"2000","Nunavut","2016A000262","Total, road motor vehicle registrations","Number","223","units ","0","v1456851","14.2","2735","","r","","0"
"2000","Nunavut","2016A000262","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456852","14.3","2326","","r","","0"
"2000","Nunavut","2016A000262","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456853","14.4","251","","r","","0"
"2000","Nunavut","2016A000262","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456854","14.5","121","","r","","0"
"2000","Nunavut","2016A000262","Buses","Number","223","units ","0","v1456855","14.6","15","","r","","0"
"2000","Nunavut","2016A000262","Motorcycles and mopeds","Number","223","units ","0","v1456856","14.7","23","","r","","0"
"2000","Nunavut","2016A000262","Trailers","Number","223","units ","0","v1456857","14.8","74","","r","","0"
"2000","Nunavut","2016A000262","Off-road, construction, farm vehicles","Number","223","units ","0","v1456858","14.9","1123","","r","","0"
"2001","Canada","2016A000011124","Total, vehicle registrations","Number","223","units ","0","v1456733","1.1","23427184","","","","0"
"2001","Canada","2016A000011124","Total, road motor vehicle registrations","Number","223","units ","0","v1456734","1.2","18101675","","","","0"
"2001","Canada","2016A000011124","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456735","1.3","17054798","","","","0"
"2001","Canada","2016A000011124","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456736","1.4","387330","","","","0"
"2001","Canada","2016A000011124","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456737","1.5","267129","","","","0"
"2001","Canada","2016A000011124","Buses","Number","223","units ","0","v1456738","1.6","74086","","","","0"
"2001","Canada","2016A000011124","Motorcycles and mopeds","Number","223","units ","0","v1456739","1.7","318330","","","","0"
"2001","Canada","2016A000011124","Trailers","Number","223","units ","0","v1456740","1.8","4023215","","","","0"
"2001","Canada","2016A000011124","Off-road, construction, farm vehicles","Number","223","units ","0","v1456741","1.9","1302295","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total, vehicle registrations","Number","223","units ","0","v1456742","2.1","373013","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total, road motor vehicle registrations","Number","223","units ","0","v1456743","2.2","253652","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456744","2.3","241925","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456745","2.4","3959","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456746","2.5","2771","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Buses","Number","223","units ","0","v1456747","2.6","1290","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Motorcycles and mopeds","Number","223","units ","0","v1456748","2.7","3705","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Trailers","Number","223","units ","0","v1456749","2.8","24503","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Off-road, construction, farm vehicles","Number","223","units ","0","v1456750","2.9","94858","","","","0"
"2001","Prince Edward Island","2016A000211","Total, vehicle registrations","Number","223","units ","0","v1456751","3.1","77052","","","","0"
"2001","Prince Edward Island","2016A000211","Total, road motor vehicle registrations","Number","223","units ","0","v1456752","3.2","78074","","","","0"
"2001","Prince Edward Island","2016A000211","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456753","3.3","72559","","","","0"
"2001","Prince Edward Island","2016A000211","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456754","3.4","1912","","","","0"
"2001","Prince Edward Island","2016A000211","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456755","3.5","2528","","","","0"
"2001","Prince Edward Island","2016A000211","Buses","Number","223","units ","0","v1456756","3.6","53","","","","0"
"2001","Prince Edward Island","2016A000211","Motorcycles and mopeds","Number","223","units ","0","v1456757","3.7","1020","","","","0"
"2001","Prince Edward Island","2016A000211","Trailers","Number","223","units ","0","v1456758","3.8","8946","","","","0"
"2001","Prince Edward Island","2016A000211","Off-road, construction, farm vehicles","Number","223","units ","0","v1456759","3.9","2190","","","","0"
"2001","Nova Scotia","2016A000212","Total, vehicle registrations","Number","223","units ","0","v1456760","4.1","637005","","","","0"
"2001","Nova Scotia","2016A000212","Total, road motor vehicle registrations","Number","223","units ","0","v1456761","4.2","544407","","","","0"
"2001","Nova Scotia","2016A000212","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456762","4.3","518472","","","","0"
"2001","Nova Scotia","2016A000212","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456763","4.4","9732","","","","0"
"2001","Nova Scotia","2016A000212","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456764","4.5","7021","","","","0"
"2001","Nova Scotia","2016A000212","Buses","Number","223","units ","0","v1456765","4.6","1862","","","","0"
"2001","Nova Scotia","2016A000212","Motorcycles and mopeds","Number","223","units ","0","v1456766","4.7","7318","","","","0"
"2001","Nova Scotia","2016A000212","Trailers","Number","223","units ","0","v1456767","4.8","44957","","","","0"
"2001","Nova Scotia","2016A000212","Off-road, construction, farm vehicles","Number","223","units ","0","v1456768","4.9","47641","","","","0"
"2001","New Brunswick","2016A000213","Total, vehicle registrations","Number","223","units ","0","v1456769","5.1","572023","","","","0"
"2001","New Brunswick","2016A000213","Total, road motor vehicle registrations","Number","223","units ","0","v1456770","5.2","460387","","","","0"
"2001","New Brunswick","2016A000213","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456771","5.3","433600","","","","0"
"2001","New Brunswick","2016A000213","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456772","5.4","10299","","","","0"
"2001","New Brunswick","2016A000213","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456773","5.5","3916","","","","0"
"2001","New Brunswick","2016A000213","Buses","Number","223","units ","0","v1456774","5.6","2716","","","","0"
"2001","New Brunswick","2016A000213","Motorcycles and mopeds","Number","223","units ","0","v1456775","5.7","9854","","","","0"
"2001","New Brunswick","2016A000213","Trailers","Number","223","units ","0","v1456776","5.8","67499","","","","0"
"2001","New Brunswick","2016A000213","Off-road, construction, farm vehicles","Number","223","units ","0","v1456777","5.9","44136","","","","0"
"2001","Quebec","2016A000224","Total, vehicle registrations","Number","223","units ","0","v1456778","6.1","5712216","","","","0"
"2001","Quebec","2016A000224","Total, road motor vehicle registrations","Number","223","units ","0","v1456779","6.2","4073534","","","","0"
"2001","Quebec","2016A000224","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456780","6.3","3856620","","","","0"
"2001","Quebec","2016A000224","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456781","6.4","54681","","","","0"
"2001","Quebec","2016A000224","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456782","6.5","30093","","","","0"
"2001","Quebec","2016A000224","Buses","Number","223","units ","0","v1456783","6.6","14903","","","","0"
"2001","Quebec","2016A000224","Motorcycles and mopeds","Number","223","units ","0","v1456784","6.7","117235","","","","0"
"2001","Quebec","2016A000224","Trailers","Number","223","units ","0","v1456785","6.8","1112862","","","","0"
"2001","Quebec","2016A000224","Off-road, construction, farm vehicles","Number","223","units ","0","v1456786","6.9","525820","","","","0"
"2001","Ontario","2016A000235","Total, vehicle registrations","Number","223","units ","0","v1456787","7.1","8744405","","","","0"
"2001","Ontario","2016A000235","Total, road motor vehicle registrations","Number","223","units ","0","v1456788","7.2","6746578","","","","0"
"2001","Ontario","2016A000235","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456789","7.3","6443516","","","","0"
"2001","Ontario","2016A000235","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456790","7.4","80038","","","","0"
"2001","Ontario","2016A000235","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456791","7.5","102047","","","","0"
"2001","Ontario","2016A000235","Buses","Number","223","units ","0","v1456792","7.6","24866","","","","0"
"2001","Ontario","2016A000235","Motorcycles and mopeds","Number","223","units ","0","v1456793","7.7","96110","","","","0"
"2001","Ontario","2016A000235","Trailers","Number","223","units ","0","v1456794","7.8","1597998","","","","0"
"2001","Ontario","2016A000235","Off-road, construction, farm vehicles","Number","223","units ","0","v1456795","7.9","399829","","","","0"
"2001","Manitoba","2016A000246","Total, vehicle registrations","Number","223","units ","0","v1456796","8.1","800567","","","","0"
"2001","Manitoba","2016A000246","Total, road motor vehicle registrations","Number","223","units ","0","v1456797","8.2","622906","","","","0"
"2001","Manitoba","2016A000246","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456798","8.3","592211","","","","0"
"2001","Manitoba","2016A000246","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456799","8.4","9861","","","","0"
"2001","Manitoba","2016A000246","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456800","8.5","12154","","","","0"
"2001","Manitoba","2016A000246","Buses","Number","223","units ","0","v1456801","8.6","3536","","","","0"
"2001","Manitoba","2016A000246","Motorcycles and mopeds","Number","223","units ","0","v1456802","8.7","5142","","","","0"
"2001","Manitoba","2016A000246","Trailers","Number","223","units ","0","v1456803","8.8","92964","","","","0"
"2001","Manitoba","2016A000246","Off-road, construction, farm vehicles","Number","223","units ","0","v1456804","8.9","84697","","","","0"
"2001","Saskatchewan","2016A000247","Total, vehicle registrations","Number","223","units ","0","v1456805","9.1","802494","","","","0"
"2001","Saskatchewan","2016A000247","Total, road motor vehicle registrations","Number","223","units ","0","v1456806","9.2","692080","","","","0"
"2001","Saskatchewan","2016A000247","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456807","9.3","613622","","","","0"
"2001","Saskatchewan","2016A000247","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456808","9.4","46053","","","","0"
"2001","Saskatchewan","2016A000247","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456809","9.5","24421","","","","0"
